Date,Category,Subcategory,Amount,Type,Payment_Method,City,Merchant,Notes,Year,Month,Month_Num,Quarter,Weekday,Day,Weekend_Flag,Expense_Bucket
2025-01-22 09:43:16,Salary,Monthly Salary,58551.12,Income,Upi,Delhi,Swiggy,Monthly Salary payment via UPI,2025,January,1,Q1,Wednesday,22,Weekday,High
2025-01-22 11:16:11,Education,Exam Fee,11201.62,Expense,Net Banking,Delhi,BookMyShow,Exam Fee payment via Net Banking,2025,January,1,Q1,Wednesday,22,Weekday,High
2025-01-22 15:42:08,Health,Insurance,2602.74,Expense,Credit Card,Delhi,DMart,Insurance payment via Credit Card,2025,January,1,Q1,Wednesday,22,Weekday,Medium
2025-01-22 16:23:41,Education,Course,439.77,Expense,Net Banking,Bengaluru,Big Bazaar,Course payment via Net Banking,2025,January,1,Q1,Wednesday,22,Weekday,Low
2025-01-22 18:04:50,Rent,House Rent,15374.57,Expense,Cash,Delhi,Uber,House Rent payment via Cash,2025,January,1,Q1,Wednesday,22,Weekday,High
2025-01-22 18:04:50,Bills,Internet,1665.03,Expense,Net Banking,Delhi,Apollo,Internet payment via Net Banking,2025,January,1,Q1,Wednesday,22,Weekday,Medium
2025-01-23 22:58:29,Bills,Internet,3314.07,Expense,Upi,Delhi,Big Bazaar,Internet payment via UPI,2025,January,1,Q1,Thursday,23,Weekday,High
2025-01-23 22:58:29,Health,Gym,8378.42,Expense,Net Banking,Delhi,Amazon,Gym payment via Net Banking,2025,January,1,Q1,Thursday,23,Weekday,High
2025-01-24 00:32:53,Travel,Flight,3471.9,Expense,Upi,Pune,Big Bazaar,Flight payment via UPI,2025,January,1,Q1,Friday,24,Weekday,High
2025-01-24 05:49:47,Rent,Hostel Rent,5170.74,Expense,Upi,Bengaluru,Flipkart,Hostel Rent payment via UPI,2025,January,1,Q1,Friday,24,Weekday,High
2025-01-24 06:03:41,Entertainment,Games,1592.0,Expense,Debit Card,Mumbai,Apollo,Games payment via Debit Card,2025,January,1,Q1,Friday,24,Weekday,Medium
2025-01-24 06:03:41,Savings,Fixed Deposit,3373.99,Expense,Debit Card,Bengaluru,Swiggy,Fixed Deposit payment via Debit Card,2025,January,1,Q1,Friday,24,Weekday,High
2025-01-24 19:02:03,Savings,Emergency Fund,7735.04,Expense,Net Banking,Pune,Zomato,Emergency Fund payment via Net Banking,2025,January,1,Q1,Friday,24,Weekday,High
2025-01-25 20:53:35,Travel,Flight,5828.37,Expense,Cash,Bengaluru,Zomato,Flight payment via Cash,2025,January,1,Q1,Saturday,25,Weekend,High
2025-01-25 20:53:35,Food,Dining Out,248.06,Expense,Debit Card,Bengaluru,Apollo,Dining Out payment via Debit Card,2025,January,1,Q1,Saturday,25,Weekend,Low
2025-01-25 22:49:08,Salary,Monthly Salary,51819.3,Income,Net Banking,Kolkata,BookMyShow,Monthly Salary payment via Net Banking,2025,January,1,Q1,Saturday,25,Weekend,High
2025-01-26 20:41:29,Health,Gym,1169.23,Expense,Upi,Delhi,Amazon,Gym payment via UPI,2025,January,1,Q1,Sunday,26,Weekend,Medium
2025-01-26 20:50:00,Health,Medicine,6531.19,Expense,Net Banking,Bengaluru,Ola,Medicine payment via Net Banking,2025,January,1,Q1,Sunday,26,Weekend,High
2025-01-26 20:50:00,Food,Dining Out,689.35,Expense,Credit Card,Mumbai,Apollo,Dining Out payment via Credit Card,2025,January,1,Q1,Sunday,26,Weekend,Medium
2025-01-27 08:19:20,Entertainment,Games,3649.49,Expense,Debit Card,Mumbai,Zomato,Games payment via Debit Card,2025,January,1,Q1,Monday,27,Weekday,High
2025-01-27 08:19:20,Education,Course,14742.17,Expense,Cash,Pune,BookMyShow,Course payment via Cash,2025,January,1,Q1,Monday,27,Weekday,High
2025-01-27 08:19:20,Shopping,Electronics,10673.17,Expense,Cash,Delhi,Amazon,Electronics payment via Cash,2025,January,1,Q1,Monday,27,Weekday,High
2025-01-27 19:42:16,Shopping,Accessories,3724.06,Expense,Net Banking,Pune,Swiggy,Accessories payment via Net Banking,2025,January,1,Q1,Monday,27,Weekday,High
2025-01-28 11:12:19,Health,Medicine,1879.66,Expense,Debit Card,Mumbai,Zomato,Medicine payment via Debit Card,2025,January,1,Q1,Tuesday,28,Weekday,Medium
2025-01-28 11:12:19,Education,Exam Fee,13354.87,Expense,Upi,Mumbai,Ola,Exam Fee payment via UPI,2025,January,1,Q1,Tuesday,28,Weekday,High
2025-01-28 11:12:19,Travel,Flight,2636.06,Expense,Upi,Mumbai,DMart,Flight payment via UPI,2025,January,1,Q1,Tuesday,28,Weekday,Medium
2025-01-28 13:45:57,Travel,Train,4845.54,Expense,Cash,Delhi,Uber,Train payment via Cash,2025,January,1,Q1,Tuesday,28,Weekday,High
2025-01-28 13:45:57,Health,Gym,3058.49,Expense,Credit Card,Pune,Big Bazaar,Gym payment via Credit Card,2025,January,1,Q1,Tuesday,28,Weekday,High
2025-01-28 14:54:48,Travel,Cab,2295.86,Expense,Credit Card,Pune,Big Bazaar,Cab payment via Credit Card,2025,January,1,Q1,Tuesday,28,Weekday,Medium
2025-01-28 14:54:48,Bills,Water,1585.73,Expense,Net Banking,Pune,Local Store,Water payment via Net Banking,2025,January,1,Q1,Tuesday,28,Weekday,Medium
2025-01-29 18:06:53,Education,Course,13907.66,Expense,Credit Card,Kolkata,Local Store,Course payment via Credit Card,2025,January,1,Q1,Wednesday,29,Weekday,High
2025-01-29 18:06:53,Travel,Bus,3188.72,Expense,Cash,Kolkata,Uber,Bus payment via Cash,2025,January,1,Q1,Wednesday,29,Weekday,High
2025-01-29 23:29:31,Travel,Flight,2666.14,Expense,Upi,Mumbai,DMart,Flight payment via UPI,2025,January,1,Q1,Wednesday,29,Weekday,Medium
2025-01-30 17:21:43,Savings,Emergency Fund,7993.45,Expense,Debit Card,Mumbai,Apollo,Emergency Fund payment via Debit Card,2025,January,1,Q1,Thursday,30,Weekday,High
2025-01-30 17:21:43,Food,Dining Out,837.44,Expense,Debit Card,Bengaluru,Apollo,Dining Out payment via Debit Card,2025,January,1,Q1,Thursday,30,Weekday,Medium
2025-01-31 01:31:20,Entertainment,Ott,3811.38,Expense,Debit Card,Mumbai,BookMyShow,OTT payment via Debit Card,2025,January,1,Q1,Friday,31,Weekday,High
2025-01-31 19:44:06,Education,Exam Fee,3011.05,Expense,Debit Card,Pune,Zomato,Exam Fee payment via Debit Card,2025,January,1,Q1,Friday,31,Weekday,High
2025-02-01 03:34:36,Salary,Monthly Salary,52433.84,Income,Upi,Bengaluru,Amazon,Monthly Salary payment via UPI,2025,February,2,Q1,Saturday,1,Weekend,High
2025-02-01 03:34:36,Entertainment,Movies,3643.05,Expense,Upi,Mumbai,Big Bazaar,Movies payment via UPI,2025,February,2,Q1,Saturday,1,Weekend,High
2025-02-01 07:10:38,Rent,Hostel Rent,15393.51,Expense,Credit Card,Pune,Amazon,Hostel Rent payment via Credit Card,2025,February,2,Q1,Saturday,1,Weekend,High
2025-02-01 07:10:38,Bills,Internet,2854.41,Expense,Debit Card,Mumbai,Zomato,Internet payment via Debit Card,2025,February,2,Q1,Saturday,1,Weekend,Medium
2025-02-02 07:40:27,Salary,Freelance,25464.36,Income,Cash,Pune,Ola,Freelance payment via Cash,2025,February,2,Q1,Sunday,2,Weekend,High
2025-02-02 21:26:32,Travel,Cab,1808.84,Expense,Cash,Kolkata,Zomato,Cab payment via Cash,2025,February,2,Q1,Sunday,2,Weekend,Medium
2025-02-03 03:29:53,Food,Dining Out,437.4,Expense,Credit Card,Bengaluru,Local Store,Dining Out payment via Credit Card,2025,February,2,Q1,Monday,3,Weekday,Low
2025-02-03 07:46:30,Food,Snacks,369.72,Expense,Credit Card,Mumbai,Swiggy,Snacks payment via Credit Card,2025,February,2,Q1,Monday,3,Weekday,Low
2025-02-03 14:55:41,Rent,House Rent,13111.65,Expense,Upi,Delhi,Uber,House Rent payment via UPI,2025,February,2,Q1,Monday,3,Weekday,High
2025-02-03 15:36:00,Savings,Investment,11722.87,Expense,Upi,Bengaluru,Big Bazaar,Investment payment via UPI,2025,February,2,Q1,Monday,3,Weekday,High
2025-02-03 21:05:09,Salary,Monthly Salary,33844.67,Income,Credit Card,Pune,Amazon,Monthly Salary payment via Credit Card,2025,February,2,Q1,Monday,3,Weekday,High
2025-02-03 21:05:09,Entertainment,Ott,4822.73,Expense,Net Banking,Pune,Ola,OTT payment via Net Banking,2025,February,2,Q1,Monday,3,Weekday,High
2025-02-03 21:05:09,Travel,Cab,5487.6,Expense,Cash,Bengaluru,Flipkart,Cab payment via Cash,2025,February,2,Q1,Monday,3,Weekday,High
2025-02-04 05:57:14,Bills,Water,3315.94,Expense,Net Banking,Kolkata,Zomato,Water payment via Net Banking,2025,February,2,Q1,Tuesday,4,Weekday,High
2025-02-04 08:00:22,Food,Snacks,509.07,Expense,Cash,Kolkata,Uber,Snacks payment via Cash,2025,February,2,Q1,Tuesday,4,Weekday,Medium
2025-02-04 14:24:35,Salary,Monthly Salary,54449.94,Income,Upi,Pune,Apollo,Monthly Salary payment via UPI,2025,February,2,Q1,Tuesday,4,Weekday,High
2025-02-05 06:27:42,Salary,Monthly Salary,24618.15,Income,Net Banking,Kolkata,Apollo,Monthly Salary payment via Net Banking,2025,February,2,Q1,Wednesday,5,Weekday,High
2025-02-05 15:39:49,Travel,Cab,7451.04,Expense,Upi,Bengaluru,Local Store,Cab payment via UPI,2025,February,2,Q1,Wednesday,5,Weekday,High
2025-02-05 15:46:01,Savings,Fixed Deposit,8991.99,Expense,Upi,Pune,Uber,Fixed Deposit payment via UPI,2025,February,2,Q1,Wednesday,5,Weekday,High
2025-02-05 15:46:01,Savings,Emergency Fund,4118.1,Expense,Upi,Mumbai,Zomato,Emergency Fund payment via UPI,2025,February,2,Q1,Wednesday,5,Weekday,High
2025-02-05 15:46:01,Entertainment,Movies,4331.38,Expense,Cash,Pune,Local Store,Movies payment via Cash,2025,February,2,Q1,Wednesday,5,Weekday,High
2025-02-05 19:30:35,Salary,Internship Stipend,37144.14,Income,Debit Card,Delhi,Ola,Internship Stipend payment via Debit Card,2025,February,2,Q1,Wednesday,5,Weekday,High
2025-02-05 19:30:35,Bills,Water,1251.76,Expense,Debit Card,Delhi,BookMyShow,Water payment via Debit Card,2025,February,2,Q1,Wednesday,5,Weekday,Medium
2025-02-06 18:43:45,Food,Dining Out,895.72,Expense,Debit Card,Kolkata,Local Store,Dining Out payment via Debit Card,2025,February,2,Q1,Thursday,6,Weekday,Medium
2025-02-06 18:43:45,Food,Coffee,648.13,Expense,Net Banking,Pune,Apollo,Coffee payment via Net Banking,2025,February,2,Q1,Thursday,6,Weekday,Medium
2025-02-06 18:43:45,Education,Books,12551.95,Expense,Credit Card,Pune,Amazon,Books payment via Credit Card,2025,February,2,Q1,Thursday,6,Weekday,High
2025-02-07 15:08:18,Savings,Emergency Fund,2601.52,Expense,Debit Card,Delhi,BookMyShow,Emergency Fund payment via Debit Card,2025,February,2,Q1,Friday,7,Weekday,Medium
2025-02-07 15:08:18,Health,Gym,711.24,Expense,Credit Card,Kolkata,Big Bazaar,Gym payment via Credit Card,2025,February,2,Q1,Friday,7,Weekday,Medium
2025-02-07 16:33:35,Food,Dining Out,1656.63,Expense,Cash,Mumbai,Local Store,Dining Out payment via Cash,2025,February,2,Q1,Friday,7,Weekday,Medium
2025-02-07 18:55:08,Health,Medicine,9479.46,Expense,Upi,Pune,Local Store,Medicine payment via UPI,2025,February,2,Q1,Friday,7,Weekday,High
2025-02-07 18:55:08,Shopping,Accessories,2604.12,Expense,Debit Card,Delhi,Uber,Accessories payment via Debit Card,2025,February,2,Q1,Friday,7,Weekday,Medium
2025-02-08 08:44:52,Food,Snacks,1219.04,Expense,Net Banking,Delhi,Uber,Snacks payment via Net Banking,2025,February,2,Q1,Saturday,8,Weekend,Medium
2025-02-08 13:17:48,Health,Insurance,5199.65,Expense,Debit Card,Bengaluru,Apollo,Insurance payment via Debit Card,2025,February,2,Q1,Saturday,8,Weekend,High
2025-02-08 17:06:09,Entertainment,Games,3829.5,Expense,Net Banking,Bengaluru,BookMyShow,Games payment via Net Banking,2025,February,2,Q1,Saturday,8,Weekend,High
2025-02-08 17:06:09,Savings,Fixed Deposit,10162.59,Expense,Net Banking,Pune,Local Store,Fixed Deposit payment via Net Banking,2025,February,2,Q1,Saturday,8,Weekend,High
2025-02-09 00:02:00,Salary,Internship Stipend,50890.16,Income,Net Banking,Pune,Flipkart,Internship Stipend payment via Net Banking,2025,February,2,Q1,Sunday,9,Weekend,High
